created_timestamp,ASIN,customer_context,action,is_starred,device_family,country,preferred_marketplace
2025-08-08T20:34:04Z,B0CZP7QV5D,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-08-25T15:29:45Z,B07K6G7QBR,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-03-21T02:11:29Z,B00NEQRNVG,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-03-13T21:16:59Z,B08266SRVP,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-04-26T22:28:26Z,B0B6SZZDTP,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-07-28T02:41:05Z,75138A0188C24E0CB2340EECDBF7A111,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-05-05T17:43:27Z,B01MQLZ12X,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-10-26T03:38:50Z,B07QQLW215,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-13T03:58:05Z,B09X4PVC6F,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-03-27T14:20:36Z,B09ZKRWCG4,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-20T02:39:17Z,B0CKBX1G7X,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-08-24T13:59:28Z,B0D7ZVQG2N,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-10-30T18:22:40Z,B0C35K5GRL,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-04-20T07:55:44Z,B09HJDSQ5P,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-04T15:55:37Z,B0BKTXQPXR,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-28T03:52:59Z,B09SS8VQD6,Reading View And Menu,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-27T13:50:32Z,B0BTZ8VWJ8,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-05-10T21:13:08Z,B00VJSQKWY,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-29T22:33:31Z,B07QBC8QTP,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-04-23T23:57:53Z,B0B89YQFNX,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-13T00:24:53Z,B08PTD2GFJ,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-02T01:52:26Z,B01ANM7GJC,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-10-30T02:31:57Z,B0BSXMNJ8C,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-23T03:28:59Z,B0BGDM197Q,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-09-19T00:03:33Z,B0DXVVG8LM,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-20T01:13:53Z,B0CFYJWMTR,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
