Created Timestamp,Marketplace ID,Country,Device Family,ASIN,Context,Action,Reading Mode,Duration,Audio Type
2025-10-06T21:48:34Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-10-07T01:19:16Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-10-05T23:49:57Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-08-21T19:10:20Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-05T20:34:08Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-09-14T21:34:31Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Vertical Scroll View,227,Audible
2025-09-14T23:33:52Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Play,Vertical Scroll View,0,Audible
2025-10-06T03:51:18Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Paginated View,3,Audible
2025-09-14T23:33:01Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Pause,Vertical Scroll View,27,Audible
2025-09-14T22:52:41Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2025-10-06T01:12:13Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-06T23:21:58Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-09-14T22:05:43Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Play,Vertical Scroll View,0,Audible
2025-10-06T12:29:52Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Out of App,Pause,Vertical Scroll View,2159,Audible
2025-09-14T20:54:28Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-09-14T19:02:22Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-10-06T03:51:15Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2025-08-21T19:12:42Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
