created_timestamp,preferred_marketplace,country,device_family,ASIN,prev_state,curr_state
2024-04-05T09:32:11Z,US,US,Kindle E-reader,B008WOTQGU,SCREEN SAVER,ACTIVE
2024-04-10T08:33:14Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-08T15:10:30Z,US,US,Kindle E-reader,B00O6V45CS,SCREEN SAVER,ACTIVE
2024-04-01T08:33:13Z,US,US,Kindle E-reader,B09Z7BYZS3,SCREEN SAVER,ACTIVE
2024-04-06T04:17:34Z,US,US,Kindle E-reader,B00BKK6E04,SCREEN SAVER,ACTIVE
2024-04-06T15:00:39Z,US,US,Kindle E-reader,B00BKK6E04,ACTIVE,SCREEN SAVER
2024-04-07T20:19:45Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-03-30T08:33:13Z,US,US,Kindle E-reader,B09DTJF1WD,SCREEN SAVER,ACTIVE
2024-04-08T16:51:03Z,US,US,Kindle E-reader,B00O6V45CS,SCREEN SAVER,ACTIVE
2024-04-08T23:41:50Z,US,US,Kindle E-reader,B00QE1DLIC,ACTIVE,SCREEN SAVER
2024-04-07T07:14:38Z,US,US,Kindle E-reader,B00O6V45E6,ACTIVE,SCREEN SAVER
2024-03-30T02:54:42Z,US,US,Kindle E-reader,B07ZFZZ2GQ,ACTIVE,SCREEN SAVER
2024-03-30T21:34:15Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
